"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"        Used motorcycles                                    ","MEAN",22.67,0,2.1,0,0,6.13,2.77,35.51,7.85,52.2
"        Used motorcycles                                    ","SE",7.82,0,2.12,0,0,5.03,2.72,23.03,5.01,22.64
"        Used aircraft                                       ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Gasoline and motor oil                                  ","MEAN",2468.24,1117.43,1044.63,1124.56,1391.69,1737.11,2175.48,2387.9,2738.93,3557.91
"    Gasoline and motor oil                                  ","SE",24.08,87.84,50.39,54.8,49.56,40,62.43,56.05,46.91,44.54
"      Gasoline                                              ","MEAN",2284.36,1061.65,1002.78,1047.5,1321.05,1645.34,2029.48,2248.51,2547.35,3243.18
"      Gasoline                                              ","SE",22.77,87.38,51.16,48.68,49.31,36.85,58.72,54.98,44.77,44.12
"      Diesel fuel                                           ","MEAN",39.59,3.28,6.08,25.5,10.02,15.2,31.22,24.73,51.79,67.21
"      Diesel fuel                                           ","SE",4.02,1.96,4.74,13.5,5.52,4.08,9.04,6.42,9.61,8.15
"      Gasoline on out-of-town trips                         ","MEAN",130.59,47.25,29.36,42.74,50.12,64.95,102.59,99.19,124.98,229.91
"      Gasoline on out-of-town trips                         ","SE",4.9,9.81,5.27,8.42,5.71,6.54,10.06,9.01,8.83,9.17
"      Motor oil                                             ","MEAN",12.38,4.78,6.11,8.39,9.99,10.96,11.16,14.46,13.55,15.3
"      Motor oil                                             ","SE",0.64,1.11,1.15,2.8,1.46,1.53,1.12,1.35,1.18,1.37
"      Motor oil on out-of-town trips                        ","MEAN",1.32,0.48,0.3,0.43,0.51,0.66,1.04,1,1.26,2.32
"      Motor oil on out-of-town trips                        ","SE",0.05,0.1,0.05,0.09,0.06,0.07,0.1,0.09,0.09,0.09
"    Other vehicle expenses                                  ","MEAN",2615.09,960.1,657.81,942.84,1302.35,1791.35,1889.23,2217.33,2713.6,4158.17
"    Other vehicle expenses                                  ","SE",71.45,164.99,98.28,110.75,118.78,124.28,159.26,157.95,125.5,147.95
"      Vehicle finance charges                               ","MEAN",205.96,37.05,52.36,46.68,63.39,97,164.31,181.38,235.05,352.78
"      Vehicle finance charges                               ","SE",6.05,6.9,11.01,7.98,7.81,7.15,10.49,12.15,10.56,12.09
"        Automobile finance charges                          ","MEAN",88.6,16.8,29.69,28.59,36.3,51.13,80.89,88,110.08,134.45
"        Automobile finance charges                          ","SE",3.02,3.85,5.88,4.98,5.24,5.18,6.65,7.78,7.05,5.85
"        Truck finance charges                               ","MEAN",106.43,20.1,22.62,17.84,26.09,43.9,79.35,83.7,114.9,194.56
"        Truck finance charges                               ","SE",3.89,6.06,7.07,5.49,4.9,5.12,7.99,7.4,8.53,8.69
"        Motorcycle and plane finance charges                ","MEAN",2.98,0.01,0.06,0.07,1.01,0.82,1.18,2.85,6.03,4.76
"        Motorcycle and plane finance charges                ","SE",0.5,0.01,0.06,0.05,0.66,0.53,0.66,1.25,1.84,1.01
"        Other vehicle finance charges                       ","MEAN",7.95,0.14,0,0.18,0,1.16,2.89,6.83,4.03,19.02
"        Other vehicle finance charges                       ","SE",1.01,0.12,0,0.18,0,0.62,1.55,4.96,1.46,2.8
"      Maintenance and repairs                               ","MEAN",835.61,363.97,270.39,245.39,388.99,564.25,631.15,782.4,891.8,1310.79
"      Maintenance and repairs                               ","SE",24.59,49.79,32.74,23.27,25.57,59.53,54.82,52.27,50.34,47.04
"        Coolant, brake fluid, transmission fluid, and other ","MEAN",6.35,3.91,3.43,3.17,4.59,5.54,5.39,8.52,8.21,7.24
"        Coolant, brake fluid, transmission fluid, and other ","SE",0.38,1.01,1.11,0.6,0.96,0.95,0.75,1.55,1.53,0.62
"        Tires - purchased, replaced, installed              ","MEAN",125.34,37.52,31.43,38.03,69.37,74.11,104.76,105.4,148.13,197.04
"        Tires - purchased, replaced, installed              ","SE",6.25,6.39,7.02,6.95,10.85,10.33,11.81,10.47,11.36,10.71
"        Parts, equipment, and accessories                   ","MEAN",52.8,22.08,11.03,20.07,29.84,59.04,40.19,83.43,63.14,62.28
"        Parts, equipment, and accessories                   ","SE",3.07,8.94,3.93,3.61,5.88,11.84,5.7,15.5,6.83,4.16
"        Vehicle audio equipment (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Vehicle products and cleaning services              ","MEAN",8.93,6.92,0.47,2.15,3.35,5.75,5.03,20.87,4.77,13.04
"        Vehicle products and cleaning services              ","SE",1.65,4.38,0.34,1.4,1.32,2.21,1.88,13.33,1.34,3.56
"        Vehicle video equipment (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Misc. auto repair, servicing                        ","MEAN",97.88,37.78,31.11,18.33,44.78,54.09,77.43,65.71,124.36,151.74
"        Misc. auto repair, servicing                        ","SE",7,19.18,16.06,9.66,11.95,14.27,20.4,13.61,24.77,18.02
"        Body work and painting                              ","MEAN",29.54,32.21,8.94,0.54,14.17,7.61,24.92,32.56,24.99,50.56
"        Body work and painting                              ","SE",2.52,21.68,5.03,0.53,6.91,2.91,7.34,9.08,3.97,6.9
"        Vehicle or engine repairs (new UCC Q20132)          ","MEAN",177.74,78.47,77.11,53.37,60.89,115.34,114.02,161.71,205.96,284.96
"        Vehicle or engine repairs (new UCC Q20132)          ","SE",8.56,18.66,14.32,11.17,10.53,17.63,14.82,18.91,23.62,17.21
"        Clutch, transmission repair (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Drive shaft and rear-end repair (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Brake work, including adjustments (thru Q20131)     ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Repair to steering or front-end (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Repair to engine cooling system (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Motor tune-up                                       ","MEAN",46.25,24.29,10.75,14.62,27.8,24.26,32.1,24.42,37.58,84.95
"        Motor tune-up                                       ","SE",3.56,11.75,4.08,3.61,5.76,3,4.82,4.63,5.2,9.65
"        Lube, oil change, and oil filters                   ","MEAN",80.08,33.68,36.86,27.41,38.35,54.09,60.61,75.07,90.27,122.46
"        Lube, oil change, and oil filters                   ","SE",1.58,3.66,4.48,2.1,2.39,2.92,2.7,4.07,3.37,3.56
"        Front-end alignment, wheel balance and rotation     ","MEAN",26.02,16.34,4.28,7.06,13.04,16.75,27.16,29.44,23.2,39.43
"        Front-end alignment, wheel balance and rotation     ","SE",1.82,5.26,2.37,2.12,3.7,5.04,6.12,4.99,4.25,3.92
"        Shock absorber replacement                          ","MEAN",11.89,17.09,1.31,1.31,1.78,12.29,11.37,8.03,19.13,14.37
"        Shock absorber replacement                          ","SE",1.58,9.83,0.9,1.33,1.17,6.24,4.9,3.42,5.1,2.34
"        Gas tank repair, replacement                        ","MEAN",31.59,0,0,0,0,37.61,22.61,20.99,13.14,60.52
"        Gas tank repair, replacement                        ","SE",7.91,0,0,0,0,39.29,27.6,15.72,13.51,16.41
"        Repair tires and other repair work                  ","MEAN",118.47,51.55,35.23,43.1,80.08,79.1,88.41,120.34,113.08,185.17
"        Repair tires and other repair work                  ","SE",5.73,18.79,9.13,12.17,11.12,8.97,10.26,13.98,17.68,10.36
"        Vehicle air conditioning repair (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Exhaust system repair (thru Q20131)                 ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Electrical system repair (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Motor repair, replacement (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Auto repair service policy                          ","MEAN",22.73,2.13,18.43,16.22,0.95,18.67,17.14,25.93,15.83,37.01
"        Auto repair service policy                          ","SE",2.48,1.23,9.63,3.99,0.87,7.62,6.44,11.1,3.52,7
"      Vehicle insurance                                     ","MEAN",1112.28,327.24,254.15,547.75,699.64,876.06,833.77,931.14,1209.23,1617.13
"      Vehicle insurance                                     ","SE",53.3,104.28,79.83,106.27,106.17,116.46,131.78,108.9,109.33,112.8
"      Vehicle rental, leases, licenses, and other charges   ","MEAN",461.24,231.84,80.91,103.02,150.33,254.05,260,322.41,377.53,877.46
"      Vehicle rental, leases, licenses, and other charges   ","SE",23.52,96.44,16.09,17.56,32.35,35.51,24.5,73.03,35.09,49.55
"        Leased and rented vehicles                          ","MEAN",333.74,180.89,38.36,61.36,95.99,192.59,184.04,226.98,267.11,642.88
"        Leased and rented vehicles                          ","SE",22.49,96.29,11.99,15.65,31.39,35.32,22.07,71.53,34.44,47.72
"          Rented vehicles                                   ","MEAN",48.51,17.45,12.34,9.34,15.83,22.81,28.95,30.41,34.74,97.04
"          Rented vehicles                                   ","SE",2.65,5.63,3.45,3.01,5.09,5.06,5.17,8.49,5.19,6.62
"            Auto rental (thru Q20131)                       ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Auto rental, out-of-town trips (thru Q20131)    ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck rental (thru Q20131)                      ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck rental, out-of-town trips (thru Q20131)   ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Auto/truck rental (new UCC Q20132)              ","MEAN",29.57,12.65,8.52,5.36,13.11,16.59,17.34,23.81,22.25,55.44
"            Auto/truck rental (new UCC Q20132)              ","SE",1.44,5.13,2.97,1.84,4.88,3.68,3.84,7.18,3.79,3.69
"            Auto/truck rental, out-of-town trips (new UCC   ","MEAN",18.75,4.8,3.83,3.99,2.72,5.41,11.61,6.59,12.49,41.32
"            Auto/truck rental, out-of-town trips (new UCC   ","SE",1.72,1.79,2.16,1.81,1.45,2.03,3.46,2.1,2.3,4.56
"            Motorcycle rental                               ","MEAN",0.07,0,0,0,0,0.4,0,0,0,0.06
"            Motorcycle rental                               ","SE",0.05,0,0,0,0,0.4,0,0,0,0.04
"            Motorcycle rental, out-of-town trips            ","MEAN",0.12,0,0,0,0,0.4,0,0,0,0.23
"            Motorcycle rental, out-of-town trips            ","SE",0.07,0,0,0,0,0.4,0,0,0,0.16
"          Leased vehicles                                   ","MEAN",285.23,163.44,26.02,52.02,80.15,169.78,155.09,196.57,232.37,545.84
"          Leased vehicles                                   ","SE",21.81,95.39,11.51,15.77,31.25,35.77,22.78,72.56,33.46,46.35
"            Car lease payments (thru Q20131)                ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Car/truck lease payments (new UCC Q20132)       ","MEAN",220.51,75.67,26.02,40.37,54.27,121.15,134.27,105.76,218.16,424.86
"            Car/truck lease payments (new UCC Q20132)       ","SE",14.38,26.57,11.51,10.58,17.41,20.61,20.07,16.4,30.79,30.28
"            Cash downpayment car/truck lease (new UCC Q20132","MEAN",22.08,22.7,0,11.64,23.57,15.76,13.61,6.71,6.45,41.89
"            Cash downpayment car/truck lease (new UCC Q20132","SE",4.95,21.5,0,8.79,24.17,9.44,7.38,5.37,4.07,11.26
"            Termination fee for car/truck lease (new UCC    ","MEAN",3.28,0,0,0,0,1.15,0.51,0,1.09,8.84
"            Termination fee for car/truck lease (new UCC    ","SE",1.46,0,0,0,0,0.94,0.51,0,0.8,4.35
"            Extra fees for car/truck lease (new UCC Q20132) ","MEAN",0.61,0,0,0,0,0.02,0.01,0.3,0,1.74
"            Extra fees for car/truck lease (new UCC Q20132) ","SE",0.25,0,0,0,0,0.01,0.01,0.29,0,0.76
"            Trade in allowance for car/truck lease (new UCC ","MEAN",38.76,65.07,0,0,2.31,31.7,6.68,83.8,6.67,68.51
"            Trade in allowance for car/truck lease (new UCC ","SE",10.96,61.43,0,0,2.31,21.98,7.4,68.08,3.73,25.1
"            Cash downpayment (car lease) (thru Q20131)      ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Termination fee (car lease) (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck lease payments (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Cash downpayment (truck lease) (thru Q20131)    ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Termination fee (truck lease) (thru Q20131)     ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Drivers'' license                                   ","MEAN",8.9,7.16,7.47,5.42,6.33,7.75,5.71,10.11,8.49,11.76
"        Drivers'' license                                   ","SE",0.48,2.29,5.03,0.73,1.32,1.25,0.69,1.81,0.71,0.77
"        Vehicle inspection                                  ","MEAN",10.91,3.12,4.85,4.37,7.73,7.11,8.58,9.34,13.1,16.18
"        Vehicle inspection                                  ","SE",0.88,0.7,1.18,1.02,1.22,1.05,1.02,1.28,1.48,1.44
"        Parking fees                                        ","MEAN",41.87,26.14,15.4,12.61,9.79,13.51,20.89,25.05,29.75,85.33
"        Parking fees                                        ","SE",2.09,5.67,3.96,3.34,1.98,2.43,4.13,4.04,2.85,4.02
"          Parking fees in home city, excluding residence    ","MEAN",34.98,22.63,14.55,12.04,9.63,12.23,14.46,21.93,24.22,71.02
"          Parking fees in home city, excluding residence    ","SE",1.88,5.47,3.96,3.29,1.99,2.39,2.24,3.99,2.75,3.78
"          Parking fees, out-of-town trips                   ","MEAN",6.89,3.51,0.84,0.57,0.16,1.28,6.43,3.12,5.53,14.32
"          Parking fees, out-of-town trips                   ","SE",0.53,1.17,0.5,0.42,0.1,0.4,3.05,0.68,0.95,1.04
"        Tolls or electronic toll passes                     ","MEAN",34.58,6.33,7.85,4.43,9.76,10.11,17.19,24.87,29.26,71.4
"        Tolls or electronic toll passes                     ","SE",2.24,1.6,1.63,1.22,2.24,1.86,3.25,3.52,2.84,5.34
"        Tolls on out-of-town trips                          ","MEAN",4.71,0.87,1.01,0.67,1.7,1.6,3.1,3.12,4.25,9.29
"        Tolls on out-of-town trips                          ","SE",0.4,0.24,0.48,0.19,0.45,0.37,0.42,0.5,0.58,1.04
"        Towing charges                                      ","MEAN",4.18,0.86,0.85,4.14,3.31,2.2,3.94,6.72,4.13,5.37
"        Towing charges                                      ","SE",0.37,0.47,0.65,1.95,1.03,0.67,0.96,1.7,1.03,0.73
"        Global positioning services (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Automobile service clubs (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Automobile service clubs and GPS services (new UCC  ","MEAN",22.34,6.45,5.11,10.01,15.72,19.19,16.55,16.21,21.44,35.26
"        Automobile service clubs and GPS services (new UCC  ","SE",0.76,0.97,1.76,1.89,2.56,2.57,1.89,2.15,1.79,1.22
"    Public and other transportation                         ","MEAN",581.46,190.51,172.11,173.17,266.95,243.56,320.21,414.3,478.86,1113.86
"    Public and other transportation                         ","SE",23.67,31.82,28.13,22.29,73.47,30.63,37.87,49.61,44.38,54.6
"      Airline fares                                         ","MEAN",370.01,96.64,66.16,91.54,91.34,104.23,189.57,275.48,313.38,752.8
"      Airline fares                                         ","SE",15.92,20.66,16.87,18.83,18.3,14.46,28.2,43.9,32.31,42.8
"      Intercity bus fares                                   ","MEAN",12,8.03,11.05,6.23,6.08,6.71,4.91,9.38,13.61,19.03
"      Intercity bus fares                                   ","SE",1.07,2.24,3.52,1.68,1.89,1.8,0.97,2.32,4.34,2.42
"      Intracity mass transit fares                          ","MEAN",82.29,55.94,77.95,60.7,58.71,57.31,55.79,66.64,67.99,122.68
"      Intracity mass transit fares                          ","SE",3.82,10.99,15.78,5.15,12.02,7.49,6.07,8.19,6.57,9.41
"      Local trans. on out-of-town trips                     ","MEAN",12.61,2.28,1.61,3.16,4.2,6.25,5.15,8.71,9.43,25.83
"      Local trans. on out-of-town trips                     ","SE",1.01,0.93,0.67,1.11,0.99,2.49,1.17,2.59,1.64,2.64
"      Taxi fares and limousine services on trips            ","MEAN",7.41,1.34,0.95,1.85,2.47,3.67,3.02,5.11,5.54,15.17
"      Taxi fares and limousine services on trips            ","SE",0.59,0.55,0.39,0.65,0.58,1.46,0.69,1.52,0.96,1.55
"      Taxi fares and limousine services                     ","MEAN",22.25,14.51,10.68,4.24,9.18,19.08,14.19,15.62,15.35,37.74
